"Step","run - val_sparse_accuracy","run - val_sparse_accuracy__MIN","run - val_sparse_accuracy__MAX"
"1756","41.4","41.4","41.4"
"1758","40.4","40.4","40.4"
"1760","40.7","40.7","40.7"
"1762","41.2","41.2","41.2"
"1764","43.2","43.2","43.2"
"1766","40.9","40.9","40.9"
"1768","41.2","41.2","41.2"
"1770","40.5","40.5","40.5"
"1772","40.7","40.7","40.7"
"1774","39","39","39"
"1776","39.2","39.2","39.2"
"1778","41.3","41.3","41.3"
"1780","40.4","40.4","40.4"
"1782","40.5","40.5","40.5"
"1784","40.6","40.6","40.6"
"1786","41.3","41.3","41.3"
"1788","39.8","39.8","39.8"
"1790","43.7","43.7","43.7"
"1792","44.4","44.4","44.4"
"1794","44.3","44.3","44.3"
"1796","44","44","44"
"1798","43.9","43.9","43.9"
"1800","43.1","43.1","43.1"
"1802","41.8","41.8","41.8"
"1804","43.2","43.2","43.2"
"1806","44.7","44.7","44.7"
"1808","45.2","45.2","45.2"
"1810","46.7","46.7","46.7"
"1812","46.5","46.5","46.5"
"1814","45.7","45.7","45.7"
"1816","45.7","45.7","45.7"
"1818","46.6","46.6","46.6"
"1820","44.7","44.7","44.7"
"1822","44.4","44.4","44.4"
"1824","45.9","45.9","45.9"
"1826","46","46","46"
"1828","47.1","47.1","47.1"
"1830","47.9","47.9","47.9"
"1832","48.4","48.4","48.4"
"1834","48.6","48.6","48.6"
"1836","47.5","47.5","47.5"
"1838","48.7","48.7","48.7"
"1840","48.8","48.8","48.8"
"1842","49","49","49"
"1844","49.4","49.4","49.4"
"1846","48.4","48.4","48.4"
"1848","49.5","49.5","49.5"
"1850","48","48","48"
"1852","48.9","48.9","48.9"
"1854","48.3","48.3","48.3"
"1856","48.4","48.4","48.4"
"1858","49","49","49"
"1860","49.6","49.6","49.6"
"1862","49.3","49.3","49.3"
"1864","50.2","50.2","50.2"
"1866","50.1","50.1","50.1"
"1868","50.6","50.6","50.6"
"1870","51","51","51"
"1872","51","51","51"
"1874","51.2","51.2","51.2"
"1876","51.7","51.7","51.7"
"1878","51.3","51.3","51.3"
"1880","51.6","51.6","51.6"
"1882","51.7","51.7","51.7"
"1884","52.1","52.1","52.1"
"1886","51.8","51.8","51.8"
"1888","52","52","52"
"1890","51.6","51.6","51.6"
"1892","52","52","52"
"1894","51.8","51.8","51.8"
"1896","51.7","51.7","51.7"
"1898","52.3","52.3","52.3"
"1900","52.5","52.5","52.5"
"1902","52.7","52.7","52.7"
"1904","51.4","51.4","51.4"
"1906","51.9","51.9","51.9"
"1908","52.4","52.4","52.4"
"1910","52.8","52.8","52.8"
"1912","53.1","53.1","53.1"
"1914","53.2","53.2","53.2"
"1916","53.3","53.3","53.3"
"1918","52.3","52.3","52.3"
"1920","52.1","52.1","52.1"
"1922","53.2","53.2","53.2"
"1924","52.4","52.4","52.4"
"1926","53.4","53.4","53.4"
"1928","53.6","53.6","53.6"
"1930","53.9","53.9","53.9"
"1932","53.8","53.8","53.8"
"1934","53.7","53.7","53.7"
"1936","53.8","53.8","53.8"
"1938","54.7","54.7","54.7"
"1940","54.2","54.2","54.2"
"1942","53.9","53.9","53.9"
"1944","54","54","54"
"1946","54.5","54.5","54.5"
"1948","54.4","54.4","54.4"
"1950","54.9","54.9","54.9"
"1952","55.2","55.2","55.2"
"1954","54.4","54.4","54.4"
"1956","55","55","55"
"1958","55.9","55.9","55.9"
"1960","56.2","56.2","56.2"
"1962","57","57","57"
"1964","56.3","56.3","56.3"
"1966","56.7","56.7","56.7"
"1968","56.2","56.2","56.2"
"1970","56.7","56.7","56.7"
"1972","55.6","55.6","55.6"
"1974","54.9","54.9","54.9"
"1976","56.7","56.7","56.7"
"1978","57","57","57"
"1980","57.3","57.3","57.3"
"1982","57.2","57.2","57.2"
"1984","57.2","57.2","57.2"
"1986","57","57","57"
"1988","57.4","57.4","57.4"
"1990","57.9","57.9","57.9"
"1992","58.6","58.6","58.6"
"1994","57.9","57.9","57.9"
"1996","59.5","59.5","59.5"
"1999","59.1","59.1","59.1"
"2001","59.2","59.2","59.2"
"2003","59.8","59.8","59.8"
"2005","60.6","60.6","60.6"
"2007","61.1","61.1","61.1"
"2009","60.9","60.9","60.9"
"2011","60.6","60.6","60.6"
"2013","60.7","60.7","60.7"
"2015","60.7","60.7","60.7"
"2017","60.9","60.9","60.9"
"2019","60.9","60.9","60.9"
"2021","61.3","61.3","61.3"
"2023","60.9","60.9","60.9"
"2025","60.9","60.9","60.9"
"2027","60.9","60.9","60.9"
"2029","61.4","61.4","61.4"
"2031","63","63","63"
"2033","62.3","62.3","62.3"
"2035","62.4","62.4","62.4"
"2037","63.3","63.3","63.3"
"2039","65","65","65"
"2041","64.1","64.1","64.1"
"2043","64.9","64.9","64.9"
"2045","63.9","63.9","63.9"
"2047","64","64","64"
"2049","64.3","64.3","64.3"
"2051","66","66","66"
"2053","67.1","67.1","67.1"
"2055","67.9","67.9","67.9"
"2057","67.5","67.5","67.5"
"2059","67.9","67.9","67.9"
"2061","68.2","68.2","68.2"
"2063","68.7","68.7","68.7"
"2065","68.9","68.9","68.9"
"2067","69.8","69.8","69.8"
"2069","70.2","70.2","70.2"
"2071","71.4","71.4","71.4"
"2073","71.8","71.8","71.8"
"2075","72.4","72.4","72.4"
"2077","73.7","73.7","73.7"
"2079","74","74","74"
"2081","76","76","76"
"2083","76.2","76.2","76.2"
"2085","76.5","76.5","76.5"
"2087","77.2","77.2","77.2"
"2089","78","78","78"
"2091","79.6","79.6","79.6"
"2093","80.3","80.3","80.3"
"2095","81","81","81"
"2097","81.9","81.9","81.9"
"2099","81.9","81.9","81.9"
"2101","82.7","82.7","82.7"
"2103","83.6","83.6","83.6"
"2105","83.7","83.7","83.7"
"2107","83.6","83.6","83.6"
"2109","84.2","84.2","84.2"
"2111","85.5","85.5","85.5"
"2113","86.8","86.8","86.8"
"2115","87.3","87.3","87.3"
"2117","88","88","88"
"2119","88.2","88.2","88.2"
"2121","88.6","88.6","88.6"
"2123","88.9","88.9","88.9"
"2125","88.9","88.9","88.9"
"2127","89.5","89.5","89.5"
"2129","89.8","89.8","89.8"
"2131","87.4","87.4","87.4"
"2133","87.4","87.4","87.4"
"2135","84.9","84.9","84.9"
"2137","85.1","85.1","85.1"
"2139","83.6","83.6","83.6"
"2141","82.1","82.1","82.1"
"2143","82.4","82.4","82.4"
"2145","83.1","83.1","83.1"
"2147","81.3","81.3","81.3"
"2149","80.3","80.3","80.3"
"2151","81.6","81.6","81.6"
"2153","81.9","81.9","81.9"
"2155","82.7","82.7","82.7"
"2157","82.1","82.1","82.1"
"2159","82.5","82.5","82.5"
"2161","83.3","83.3","83.3"
"2163","82.7","82.7","82.7"
"2165","83.8","83.8","83.8"
"2167","82.8","82.8","82.8"
"2169","83.8","83.8","83.8"
"2171","83.7","83.7","83.7"
"2173","83.9","83.9","83.9"
"2175","83.2","83.2","83.2"
"2177","84","84","84"
"2179","83.9","83.9","83.9"
"2181","84.2","84.2","84.2"
"2183","84.2","84.2","84.2"
"2185","84","84","84"
"2187","84.3","84.3","84.3"
"2189","84.5","84.5","84.5"
"2191","84.4","84.4","84.4"
"2193","84.9","84.9","84.9"
"2195","84.9","84.9","84.9"
"2197","84.9","84.9","84.9"
"2199","84.9","84.9","84.9"
"2201","84.9","84.9","84.9"
"2203","84.9","84.9","84.9"
"2205","84.9","84.9","84.9"
"2207","85.3","85.3","85.3"
"2209","85.6","85.6","85.6"
"2211","85.6","85.6","85.6"
"2213","85.6","85.6","85.6"
"2215","86.8","86.8","86.8"
"2217","85.8","85.8","85.8"
"2219","86","86","86"
"2221","86.1","86.1","86.1"
"2223","86.7","86.7","86.7"
"2225","86.8","86.8","86.8"
"2227","87.2","87.2","87.2"
"2229","87.1","87.1","87.1"
"2231","87.3","87.3","87.3"
"2233","87.5","87.5","87.5"
"2235","87.9","87.9","87.9"
"2237","88","88","88"
"2239","88.2","88.2","88.2"
"2241","87.9","87.9","87.9"
"2243","88.2","88.2","88.2"
"2245","88.4","88.4","88.4"
"2247","89.1","89.1","89.1"
"2249","89","89","89"
"2251","88.4","88.4","88.4"
"2253","89","89","89"
"2255","89.1","89.1","89.1"
"2257","89.1","89.1","89.1"
"2259","89.1","89.1","89.1"
"2261","89.1","89.1","89.1"
"2263","89.2","89.2","89.2"
"2265","89.2","89.2","89.2"
"2267","89.2","89.2","89.2"
"2269","89.2","89.2","89.2"
"2271","89.2","89.2","89.2"
"2273","89.3","89.3","89.3"
"2275","89.3","89.3","89.3"
"2277","89.7","89.7","89.7"
"2279","89.7","89.7","89.7"
"2281","89.9","89.9","89.9"
"2283","90","90","90"
"2285","90","90","90"
"2287","90.7","90.7","90.7"
"2289","90.7","90.7","90.7"
"2291","90.7","90.7","90.7"
"2293","90.9","90.9","90.9"
"2295","90.9","90.9","90.9"
"2297","90.9","90.9","90.9"
"2299","90.9","90.9","90.9"
"2301","91.1","91.1","91.1"
"2303","91.1","91.1","91.1"
"2305","91.3","91.3","91.3"
"2307","91.1","91.1","91.1"
"2309","91.4","91.4","91.4"
"2311","91.4","91.4","91.4"
"2313","91.3","91.3","91.3"
"2315","91.6","91.6","91.6"
"2317","91.8","91.8","91.8"
"2319","91.7","91.7","91.7"
"2321","91.9","91.9","91.9"
"2323","92.2","92.2","92.2"
"2325","92.1","92.1","92.1"
"2327","92.2","92.2","92.2"
"2329","92.4","92.4","92.4"
"2331","92.5","92.5","92.5"
"2333","92.7","92.7","92.7"
"2335","92.9","92.9","92.9"
"2337","92.9","92.9","92.9"
"2339","92.9","92.9","92.9"
"2341","92.9","92.9","92.9"
"2343","92.9","92.9","92.9"
"2345","92.9","92.9","92.9"
"2347","93","93","93"
"2349","93.1","93.1","93.1"
"2351","93.2","93.2","93.2"
"2353","93.2","93.2","93.2"
"2355","93.3","93.3","93.3"
"2357","93.3","93.3","93.3"
"2359","93.3","93.3","93.3"
"2361","93.4","93.4","93.4"
"2363","93.4","93.4","93.4"
"2365","93.7","93.7","93.7"
"2367","93.7","93.7","93.7"
"2369","93.7","93.7","93.7"
"2371","93.7","93.7","93.7"
"2373","93.7","93.7","93.7"
"2375","93.7","93.7","93.7"
"2377","93.7","93.7","93.7"
"2379","93.7","93.7","93.7"
"2381","93.7","93.7","93.7"
"2383","94","94","94"
"2385","93.8","93.8","93.8"
"2387","94.3","94.3","94.3"
"2389","94.2","94.2","94.2"
"2391","94.3","94.3","94.3"
"2393","94.3","94.3","94.3"
"2395","94.3","94.3","94.3"
"2397","94.3","94.3","94.3"
"2399","94.5","94.5","94.5"
"2401","94.5","94.5","94.5"
"2403","94.6","94.6","94.6"
"2405","94.6","94.6","94.6"
"2407","94.6","94.6","94.6"
"2409","94.6","94.6","94.6"
"2411","94.7","94.7","94.7"
"2413","94.7","94.7","94.7"
"2415","94.7","94.7","94.7"
"2417","94.7","94.7","94.7"
"2419","94.7","94.7","94.7"
"2421","94.8","94.8","94.8"
"2423","94.8","94.8","94.8"
"2425","94.8","94.8","94.8"
"2427","94.8","94.8","94.8"
"2429","94.9","94.9","94.9"
"2431","94.9","94.9","94.9"
"2433","94.9","94.9","94.9"
"2435","94.9","94.9","94.9"
"2437","94.9","94.9","94.9"
"2439","94.9","94.9","94.9"
"2441","94.9","94.9","94.9"
"2443","94.9","94.9","94.9"
"2445","95","95","95"
"2447","95","95","95"
"2449","95.2","95.2","95.2"
"2451","95.1","95.1","95.1"
"2453","95.2","95.2","95.2"
"2455","95.2","95.2","95.2"
"2457","95.4","95.4","95.4"
"2459","95.6","95.6","95.6"
"2461","95.5","95.5","95.5"
"2463","95.5","95.5","95.5"
"2465","95.5","95.5","95.5"
"2467","95.6","95.6","95.6"
"2469","95.6","95.6","95.6"
"2471","95.6","95.6","95.6"
"2473","95.6","95.6","95.6"
"2475","95.7","95.7","95.7"
"2477","95.7","95.7","95.7"
"2479","95.7","95.7","95.7"
"2481","95.8","95.8","95.8"
"2483","95.8","95.8","95.8"
"2485","95.9","95.9","95.9"
"2487","95.9","95.9","95.9"
"2489","95.9","95.9","95.9"
"2491","96","96","96"
"2493","96","96","96"
"2495","96","96","96"
"2497","96.1","96.1","96.1"
"2499","96.1","96.1","96.1"
"2501","96.2","96.2","96.2"
"2503","96.2","96.2","96.2"
"2505","96.2","96.2","96.2"
"2507","96.2","96.2","96.2"
"2509","96.2","96.2","96.2"
"2511","96.3","96.3","96.3"
"2513","96.3","96.3","96.3"
"2515","96.3","96.3","96.3"
"2517","96.3","96.3","96.3"
"2519","96.3","96.3","96.3"
"2521","96.3","96.3","96.3"
"2523","96.3","96.3","96.3"
"2525","96.3","96.3","96.3"
"2527","96.3","96.3","96.3"
"2529","96.3","96.3","96.3"
"2531","96.3","96.3","96.3"
"2533","96.3","96.3","96.3"
"2535","96.3","96.3","96.3"
"2537","96.3","96.3","96.3"
"2539","96.3","96.3","96.3"
"2541","96.3","96.3","96.3"
"2543","96.3","96.3","96.3"
"2545","96.3","96.3","96.3"
"2547","96.3","96.3","96.3"
"2549","96.3","96.3","96.3"
"2551","96.3","96.3","96.3"
"2553","96.3","96.3","96.3"
"2555","96.3","96.3","96.3"
"2557","96.3","96.3","96.3"
"2559","96.3","96.3","96.3"
"2561","96.3","96.3","96.3"
"2563","96.3","96.3","96.3"
"2565","96.3","96.3","96.3"
"2567","96.3","96.3","96.3"
"2569","96.3","96.3","96.3"
"2571","96.3","96.3","96.3"
"2573","96.3","96.3","96.3"
"2575","96.3","96.3","96.3"
"2577","96.3","96.3","96.3"
"2579","96.3","96.3","96.3"
"2581","96.3","96.3","96.3"
"2583","96.3","96.3","96.3"
"2585","96.3","96.3","96.3"
"2587","96.3","96.3","96.3"
"2589","96.3","96.3","96.3"
"2591","96.3","96.3","96.3"
"2593","96.3","96.3","96.3"
"2595","96.3","96.3","96.3"
"2597","96.3","96.3","96.3"
"2599","96.3","96.3","96.3"
"2601","96.3","96.3","96.3"
"2603","96.3","96.3","96.3"
"2605","96.3","96.3","96.3"
"2607","96.3","96.3","96.3"
"2609","96.3","96.3","96.3"
"2611","96.3","96.3","96.3"
"2613","96.3","96.3","96.3"
"2615","96.3","96.3","96.3"
"2617","96.3","96.3","96.3"
"2619","96.3","96.3","96.3"
"2621","96.3","96.3","96.3"
"2623","96.3","96.3","96.3"
"2625","96.3","96.3","96.3"
"2627","96.3","96.3","96.3"
"2629","96.3","96.3","96.3"
"2631","96.3","96.3","96.3"
"2633","96.3","96.3","96.3"
"2635","96.3","96.3","96.3"
"2637","96.3","96.3","96.3"
"2639","96.3","96.3","96.3"
"2641","96.3","96.3","96.3"
"2643","96.3","96.3","96.3"
"2645","96.3","96.3","96.3"
"2647","96.3","96.3","96.3"
"2649","97.2","97.2","97.2"
"2651","96.3","96.3","96.3"
"2653","96.9","96.9","96.9"
"2655","96.3","96.3","96.3"
"2657","97.2","97.2","97.2"
"2659","97.2","97.2","97.2"
"2661","97.2","97.2","97.2"
"2663","97.6","97.6","97.6"
"2665","98.2","98.2","98.2"
"2667","97.4","97.4","97.4"
"2669","97.8","97.8","97.8"
"2671","97.7","97.7","97.7"
"2673","97.7","97.7","97.7"
"2675","97.7","97.7","97.7"
"2677","97.8","97.8","97.8"
"2679","97.9","97.9","97.9"
"2681","99.1","99.1","99.1"
"2683","99","99","99"
"2685","99.6","99.6","99.6"
"2687","99.6","99.6","99.6"
"2689","99.4","99.4","99.4"
"2691","99.1","99.1","99.1"
"2693","99.4","99.4","99.4"
"2695","99.5","99.5","99.5"
"2697","99.8","99.8","99.8"
"2699","99.8","99.8","99.8"
"2701","99.8","99.8","99.8"
"2703","99.8","99.8","99.8"
"2705","99.8","99.8","99.8"
"2707","99.8","99.8","99.8"
"2709","99.6","99.6","99.6"
"2711","99.6","99.6","99.6"
"2713","99.8","99.8","99.8"
"2715","99.8","99.8","99.8"
"2717","99.8","99.8","99.8"
"2719","99.9","99.9","99.9"
"2721","99.8","99.8","99.8"
"2723","99.9","99.9","99.9"
"2725","99.9","99.9","99.9"
"2727","99.9","99.9","99.9"
"2729","99.9","99.9","99.9"
"2731","99.9","99.9","99.9"
"2733","99.9","99.9","99.9"
"2735","99.9","99.9","99.9"
"2737","99.9","99.9","99.9"
"2739","99.9","99.9","99.9"
"2741","100","100","100"
"2743","100","100","100"
"2745","100","100","100"
"2747","99.9","99.9","99.9"
"2749","100","100","100"
"2751","100","100","100"
"2753","100","100","100"
"2755","100","100","100"
"2757","100","100","100"
"2759","100","100","100"
"2761","100","100","100"
"2763","100","100","100"
"2765","100","100","100"
"2767","100","100","100"
"2769","100","100","100"
"2771","100","100","100"
"2773","100","100","100"
"2775","100","100","100"
"2777","100","100","100"
"2779","100","100","100"
"2781","100","100","100"
"2783","100","100","100"
"2785","100","100","100"
"2787","100","100","100"
"2789","100","100","100"
"2791","100","100","100"
"2793","100","100","100"
"2795","100","100","100"
"2797","100","100","100"
"2799","100","100","100"
"2801","100","100","100"
"2803","100","100","100"
"2805","100","100","100"
"2807","100","100","100"
"2809","100","100","100"
"2811","100","100","100"
"2813","100","100","100"
"2815","100","100","100"
"2817","100","100","100"
"2819","100","100","100"
"2821","100","100","100"
"2823","100","100","100"
"2825","100","100","100"
"2827","100","100","100"
"2829","100","100","100"
"2831","100","100","100"
"2833","100","100","100"
"2835","100","100","100"
"2837","100","100","100"
"2839","100","100","100"
"2841","100","100","100"
"2843","100","100","100"
"2845","100","100","100"
"2847","100","100","100"
"2849","100","100","100"
"2851","100","100","100"
"2853","100","100","100"
"2855","100","100","100"
"2857","100","100","100"
"2859","100","100","100"
"2861","100","100","100"
"2863","100","100","100"
"2865","100","100","100"
"2867","100","100","100"
"2869","100","100","100"
"2871","100","100","100"
"2873","100","100","100"
"2875","100","100","100"
"2877","100","100","100"
"2879","100","100","100"
"2881","100","100","100"
"2883","100","100","100"
"2885","100","100","100"
"2887","100","100","100"
"2889","100","100","100"
"2891","100","100","100"
"2893","100","100","100"
"2895","100","100","100"
"2897","100","100","100"
"2899","100","100","100"
"2901","100","100","100"
"2903","100","100","100"
"2905","100","100","100"
"2907","100","100","100"
"2909","100","100","100"
"2911","100","100","100"
"2913","100","100","100"
"2915","100","100","100"
"2917","100","100","100"
"2919","100","100","100"
"2921","100","100","100"
"2923","100","100","100"
"2925","100","100","100"
"2927","100","100","100"
"2929","100","100","100"
"2931","100","100","100"
"2933","100","100","100"
"2935","100","100","100"
"2937","100","100","100"
"2939","100","100","100"
"2941","100","100","100"
"2943","100","100","100"
"2945","100","100","100"
"2947","100","100","100"
"2949","100","100","100"
"2951","100","100","100"
"2953","100","100","100"
"2955","100","100","100"
"2957","100","100","100"
"2959","100","100","100"
"2961","100","100","100"
"2963","100","100","100"
"2965","100","100","100"
"2967","100","100","100"
"2969","100","100","100"
"2971","100","100","100"
"2973","100","100","100"
"2975","100","100","100"
"2977","100","100","100"
"2979","100","100","100"
"2981","100","100","100"
"2983","100","100","100"
"2985","100","100","100"
"2987","100","100","100"
"2989","100","100","100"
"2991","100","100","100"
"2993","100","100","100"
"2995","100","100","100"
"2997","100","100","100"
"2999","100","100","100"
"3001","100","100","100"
"3003","100","100","100"
"3005","100","100","100"
"3007","100","100","100"
"3009","100","100","100"
"3011","100","100","100"
"3013","100","100","100"
"3015","100","100","100"
"3017","100","100","100"
"3019","100","100","100"
"3021","100","100","100"
"3023","100","100","100"
"3025","100","100","100"
"3027","100","100","100"
"3029","100","100","100"
"3031","100","100","100"
"3033","100","100","100"
"3035","100","100","100"
"3037","100","100","100"
"3039","100","100","100"
"3041","100","100","100"
"3043","100","100","100"
"3045","100","100","100"
"3047","100","100","100"
"3049","100","100","100"
"3051","100","100","100"
"3053","100","100","100"
"3055","100","100","100"
"3057","100","100","100"
"3059","100","100","100"
"3061","100","100","100"
"3063","100","100","100"
"3065","100","100","100"
"3067","100","100","100"
"3069","100","100","100"
"3071","100","100","100"
"3073","100","100","100"
"3075","100","100","100"
"3077","100","100","100"
"3079","100","100","100"
"3081","100","100","100"
"3083","100","100","100"
"3085","100","100","100"
"3087","100","100","100"
"3089","100","100","100"
"3091","100","100","100"
"3093","100","100","100"
"3095","100","100","100"
"3097","100","100","100"
"3099","100","100","100"
"3101","100","100","100"
"3103","100","100","100"
"3105","100","100","100"
"3107","100","100","100"
"3109","100","100","100"
"3111","100","100","100"
"3113","100","100","100"
"3115","100","100","100"
"3117","100","100","100"
"3119","100","100","100"
"3121","100","100","100"
"3123","100","100","100"
"3125","100","100","100"
"3127","100","100","100"
"3129","100","100","100"
"3131","100","100","100"
"3133","100","100","100"
"3135","100","100","100"
"3137","100","100","100"
"3139","100","100","100"
"3141","100","100","100"
"3143","100","100","100"
"3145","100","100","100"
"3147","100","100","100"
"3149","100","100","100"
"3151","100","100","100"
"3153","100","100","100"
"3155","100","100","100"
"3157","100","100","100"
"3159","100","100","100"
"3161","100","100","100"
"3163","100","100","100"
"3165","100","100","100"
"3167","100","100","100"
"3169","100","100","100"
"3171","100","100","100"
"3173","100","100","100"
"3175","100","100","100"
"3177","100","100","100"
"3179","100","100","100"
"3181","100","100","100"
"3183","100","100","100"
"3185","100","100","100"
"3187","100","100","100"
"3189","100","100","100"
"3191","100","100","100"
"3193","100","100","100"
"3195","100","100","100"
"3197","100","100","100"
"3199","100","100","100"
"3201","100","100","100"
"3203","100","100","100"
"3205","100","100","100"
"3207","100","100","100"
"3209","100","100","100"
"3211","100","100","100"
"3213","100","100","100"
"3215","100","100","100"
"3217","100","100","100"
"3219","100","100","100"
"3221","100","100","100"
"3223","100","100","100"
"3225","100","100","100"
"3227","100","100","100"
"3229","100","100","100"
"3231","100","100","100"
"3233","100","100","100"
"3235","100","100","100"
"3237","100","100","100"
"3239","100","100","100"
"3241","100","100","100"
"3243","100","100","100"
"3245","100","100","100"
"3247","100","100","100"
"3249","100","100","100"
"3251","100","100","100"
"3253","100","100","100"
"3255","100","100","100"
"3257","100","100","100"
"3259","100","100","100"
"3261","100","100","100"
"3263","100","100","100"
"3265","100","100","100"
"3267","100","100","100"
"3269","100","100","100"
"3271","100","100","100"
"3273","100","100","100"
"3275","100","100","100"
"3277","100","100","100"
"3279","100","100","100"
"3281","100","100","100"
"3283","100","100","100"
"3285","100","100","100"
"3287","100","100","100"
"3289","100","100","100"
"3291","100","100","100"
"3293","100","100","100"
"3295","100","100","100"
"3297","100","100","100"
"3299","100","100","100"
"3301","100","100","100"
"3303","100","100","100"
"3305","100","100","100"
"3307","100","100","100"
"3309","100","100","100"
"3311","100","100","100"
"3313","100","100","100"
"3315","100","100","100"
"3317","100","100","100"
"3319","100","100","100"
"3321","100","100","100"
"3323","100","100","100"
"3325","100","100","100"
"3327","100","100","100"
"3329","100","100","100"
"3331","100","100","100"
"3333","100","100","100"
"3335","100","100","100"
"3337","100","100","100"
"3339","100","100","100"
"3341","100","100","100"
"3343","100","100","100"
"3345","100","100","100"
"3347","100","100","100"
"3349","100","100","100"
"3351","100","100","100"
"3353","100","100","100"
"3355","100","100","100"
"3357","100","100","100"
"3359","100","100","100"
"3361","100","100","100"
"3363","100","100","100"
"3365","100","100","100"
"3367","100","100","100"
"3369","100","100","100"
"3371","100","100","100"
"3373","100","100","100"
"3375","100","100","100"
"3377","100","100","100"
"3379","100","100","100"
"3381","100","100","100"
"3383","100","100","100"
"3385","100","100","100"
